image_name,tags
file_7419,agriculture water clear primary
file_742,agriculture habitation clear road primary cultivation
file_7420,clear primary
file_7421,clear primary
file_7422,agriculture clear primary cultivation
file_7423,agriculture water clear road primary
file_7424,agriculture clear road primary cultivation
file_7425,cloudy
file_7426,clear primary
file_7427,agriculture water habitation clear road primary
file_7428,agriculture clear primary cultivation
file_7429,clear primary
file_743,partly_cloudy water clear primary
file_7430,agriculture clear primary cultivation
file_7431,clear primary
file_7432,water clear primary
file_7433,agriculture clear primary cultivation
file_7434,agriculture water clear road primary cultivation
file_7435,clear primary
file_7436,water clear road primary
file_7437,water clear primary
file_7438,artisinal_mine water habitation clear road primary
file_7439,agriculture clear road primary
file_744,agriculture clear primary cultivation
file_7440,water clear primary
file_7441,agriculture clear road primary cultivation
file_7442,agriculture clear bare_ground road primary
file_7443,clear primary
file_7444,clear primary
file_7445,partly_cloudy primary
file_7446,agriculture water clear primary
file_7447,clear primary
file_7448,clear primary
file_7449,clear primary
file_745,agriculture partly_cloudy water cloudy haze primary
file_7450,clear primary
file_7451,clear primary
file_7452,partly_cloudy primary
file_7453,clear primary
file_7454,clear primary
file_7455,haze clear primary
file_7456,clear primary
file_7457,agriculture water haze road primary
file_7458,agriculture water clear primary
file_7459,agriculture partly_cloudy primary
file_746,partly_cloudy water primary
file_7460,water clear primary
file_7461,agriculture water haze clear road primary
file_7462,agriculture clear primary cultivation
file_7463,haze primary
file_7464,clear primary
file_7465,agriculture habitation clear road primary cultivation
file_7466,partly_cloudy water primary
file_7467,agriculture habitation clear road primary
file_7468,agriculture clear road primary
file_7469,clear primary
file_747,partly_cloudy primary
file_7470,agriculture clear primary cultivation
file_7471,clear primary
file_7472,agriculture clear primary cultivation
file_7473,agriculture clear road primary
file_7474,haze primary
file_7475,haze primary
file_7476,clear primary
file_7477,clear primary
file_7478,clear primary
file_7479,clear primary
file_748,agriculture water habitation clear road primary cultivation
file_7480,haze primary
file_7481,agriculture water clear primary cultivation
file_7482,haze clear primary
file_7483,haze primary
file_7484,clear primary
file_7485,clear primary
file_7486,partly_cloudy primary
file_7487,agriculture water habitation clear road primary
file_7488,haze clear primary
file_7489,haze primary
file_749,haze primary
file_7490,agriculture clear road primary
file_7491,clear primary
file_7492,agriculture clear road primary
file_7493,agriculture partly_cloudy habitation clear road primary
file_7494,agriculture water habitation clear road primary
file_7495,clear primary
file_7496,clear primary
file_7497,partly_cloudy primary
file_7498,haze clear primary
file_7499,clear primary
file_75,agriculture partly_cloudy primary cultivation
file_750,partly_cloudy primary
file_7500,cloudy haze primary
file_7501,partly_cloudy clear primary
file_7502,haze primary
file_7503,partly_cloudy primary
file_7504,agriculture clear primary cultivation
file_7505,clear primary
file_7506,agriculture partly_cloudy haze clear primary
file_7507,cloudy
file_7508,clear primary
file_7509,cloudy haze primary
file_751,cloudy haze primary
file_7510,agriculture partly_cloudy primary
file_7511,agriculture habitation clear road primary cultivation
file_7512,agriculture partly_cloudy road primary
file_7513,partly_cloudy clear primary
file_7514,cloudy haze primary
file_7515,agriculture clear selective_logging road primary
file_7516,agriculture water clear road primary
file_7517,agriculture clear road primary cultivation
file_7518,clear primary
file_7519,haze clear primary
file_752,partly_cloudy primary
file_7520,clear primary
file_7521,agriculture habitation clear road primary cultivation
file_7522,agriculture habitation clear road primary
file_7523,agriculture clear road primary
file_7524,haze primary
file_7525,agriculture haze clear road primary cultivation
file_7526,clear primary
file_7527,clear primary
file_7528,agriculture haze clear primary cultivation
file_7529,agriculture partly_cloudy water haze primary
file_753,agriculture habitation clear road primary
file_7530,agriculture partly_cloudy water primary
file_7531,haze primary
file_7532,water clear primary
file_7533,clear primary
file_7534,water clear primary
file_7535,agriculture partly_cloudy water cloudy primary
file_7536,agriculture water clear road primary cultivation
file_7537,agriculture partly_cloudy water habitation road primary
file_7538,artisinal_mine agriculture water habitation clear road primary
file_7539,agriculture haze clear road primary cultivation
file_754,agriculture partly_cloudy primary cultivation
file_7540,cloudy
file_7541,agriculture clear road primary
file_7542,water cloudy clear
file_7543,cloudy haze primary
file_7544,cloudy haze primary
file_7545,agriculture partly_cloudy water cloudy primary
file_7546,partly_cloudy primary
file_7547,clear primary
file_7548,agriculture clear primary cultivation
file_7549,agriculture habitation clear road primary cultivation
file_755,water clear primary
file_7550,clear primary
file_7551,agriculture water haze primary
file_7552,agriculture clear primary cultivation
file_7553,agriculture habitation clear road primary
file_7554,clear primary
file_7555,partly_cloudy primary
file_7556,clear primary
file_7557,clear primary
file_7558,agriculture clear road primary
file_7559,agriculture water habitation clear road primary
file_756,agriculture water clear primary
file_7560,agriculture water clear primary
file_7561,clear primary
file_7562,clear primary
file_7563,clear primary
file_7564,partly_cloudy primary
file_7565,haze primary
file_7566,clear primary
file_7567,agriculture water habitation clear road primary
file_7568,clear primary
file_7569,clear primary
file_757,agriculture water clear primary
file_7570,agriculture habitation clear road primary
file_7571,partly_cloudy primary
file_7572,clear primary
file_7573,agriculture clear road primary cultivation
file_7574,partly_cloudy primary
file_7575,cloudy
file_7576,partly_cloudy water clear primary
file_7577,agriculture clear road primary cultivation
file_7578,clear primary
file_7579,agriculture water habitation clear road primary
file_758,clear primary
file_7580,agriculture water clear road primary
file_7581,agriculture water clear primary cultivation
file_7582,partly_cloudy primary
file_7583,clear primary
file_7584,agriculture clear primary cultivation
file_7585,clear primary
file_7586,agriculture habitation clear road primary
file_7587,partly_cloudy primary
file_7588,clear primary
file_7589,agriculture water haze primary
file_759,clear primary
file_7590,agriculture partly_cloudy primary cultivation
file_7591,clear primary
file_7592,agriculture habitation clear road primary
file_7593,agriculture partly_cloudy habitation clear road primary
file_7594,agriculture clear road primary cultivation
file_7595,clear primary
file_7596,agriculture habitation clear road primary
file_7597,clear primary
file_7598,clear primary
file_7599,agriculture partly_cloudy habitation road primary cultivation
file_76,water clear primary
file_760,agriculture water clear road primary
file_7600,agriculture partly_cloudy habitation road primary
file_7601,clear primary
file_7602,partly_cloudy primary
file_7603,clear primary
file_7604,cloudy haze primary
file_7605,agriculture water habitation clear road primary cultivation
file_7606,haze clear primary
file_7607,clear primary
file_7608,clear primary
file_7609,agriculture water habitation clear road primary
file_761,agriculture clear primary cultivation
file_7610,agriculture habitation clear road primary
file_7611,agriculture water clear primary
file_7612,clear primary
file_7613,partly_cloudy clear primary
file_7614,partly_cloudy primary
file_7615,clear primary
file_7616,haze primary
file_7617,agriculture clear road primary cultivation
file_7618,agriculture water habitation clear road primary cultivation
